Date,Country,City,State,Shape,Summary,lat,lon
16-08-21-21-40,USA,Erie,CO,Triangle,REDACTED,42.7164263,-78.7620326
16-08-21-11-24,USA,Columbia,MO,Circle,REDACTED,38.951883,-92.3337365
16-08-21-10-58,USA,Gillette,WY,Circle,REDACTED,33.9575794,-116.9503987
16-08-21-10-00,USA,St. Petersburg,FL,Light,REDACTED,27.77330515,-82.6469933
16-08-21-09-00,USA,Asheboro,NC,Disk,REDACTED,35.7079146,-79.8136445
16-08-21-04-15,USA,Wellington,KS,Light,REDACTED,37.2653004,-97.3717118
16-08-21-02-45,USA,Milwaukie,OR,Oval,REDACTED,45.4453901,-122.6392888
16-08-21-01-01,USA,Little Rock,AR,Unknown,REDACTED,34.7464809,-92.2895947
16-08-20-23-00,USA,Cedar Hills,UT,Light,REDACTED,39.6505171,-111.4938033
16-08-20-23-00,USA,Monroe,NC,Sphere,REDACTED,34.9854275,-80.5495111
16-08-20-23-00,USA,Chicago,IL,Sphere,REDACTED,41.8755546,-87.6244211
16-08-20-23-00,USA,Windsor,MO,Unknown,REDACTED,38.5322401,-93.5221544
16-08-20-22-57,USA,Brockton,MA,Oval,REDACTED,42.0834335,-71.0183786
16-08-20-22-50,USA,San Diego,CA,Circle,REDACTED,32.7174209,-117.1627713
16-08-20-22-30,USA,Jamestown,PA,Fireball,REDACTED,41.4847758,-80.4375686
16-08-20-22-30,USA,West Pawlet,VT,Sphere,REDACTED,43.3536843,-73.2520527
16-08-20-22-25,USA,Athens,GA,Light,REDACTED,33.94385375,-83.39728979
16-08-20-21-52,USA,Burlington,NJ,Light,REDACTED,39.9325409,-74.7226664
16-08-20-21-45,USA,Southport,FL,Triangle,REDACTED,30.2893655,-85.6404833
16-08-20-21-10,USA,Gorham,ME,Oval,REDACTED,43.6796943,-70.4429341
16-08-20-20-45,USA,South Amboy,NJ,Sphere,REDACTED,40.4782514,-74.2907362
16-08-20-20-22,USA,Hazel Crest,IL,Fireball,REDACTED,41.571701,-87.6944914
16-08-20-19-32,USA,Oceanside,CA,Cigar,REDACTED,33.1958696,-117.3794833
16-08-20-19-14,USA,Los Angeles,CA,Disk,REDACTED,34.0543942,-118.2439408
16-08-20-12-00,USA,Michigan City,IN,Oval,REDACTED,41.7075394,-86.8950296
16-08-20-05-00,USA,Meridian,ID,Triangle,REDACTED,43.6086295,-116.3923259
16-08-20-03-30,USA,Atkinson,NH,Changing,REDACTED,42.8384221,-71.1470036
16-08-19-22-45,USA,Aberdeen Gardens,WA,Unknown,REDACTED,47.072447,-123.7705599
16-08-19-22-10,USA,Lebanon,NJ,Light,REDACTED,40.6417683,-74.8359986
16-08-19-22-05,USA,Red Lion,PA,Triangle,REDACTED,39.9009334,-76.6058
16-08-19-22-00,USA,Salt Lake City,UT,Changing,REDACTED,40.7670126,-111.8904307
16-08-19-22-00,USA,Fort Pierce,FL,Fireball,REDACTED,27.4467056,-80.3256055
16-08-19-22-00,USA,Grass Valley,CA,Light,REDACTED,39.2086655,-121.053123
16-08-19-21-45,USA,Curtis Bay,MD,Circle,REDACTED,39.2257902,-76.5892144
16-08-19-21-00,USA,Gosnell,AR,Triangle,REDACTED,35.9597942,-89.9720327
16-08-19-21-00,USA,Sylvania,OH,Disk,REDACTED,41.7189392,-83.7129934
16-08-19-20-49,USA,Knoxville,TN,Light,REDACTED,35.9603948,-83.921026
16-08-19-20-30,USA,Tustin,CA,Rectangle,REDACTED,33.7458511,-117.8261659
16-08-19-18-56,USA,Kokomo,IN,Circle,REDACTED,40.4864444,-86.133635
16-08-19-15-35,USA,Corinna,ME,Sphere,REDACTED,44.921543,-69.2619319
16-08-19-09-30,USA,Sun City,CA,Light,REDACTED,33.7010223,-117.2027866
16-08-19-06-55,USA,East Los Angeles,CA,Oval,REDACTED,34.0239015,-118.1720156
16-08-19-06-30,USA,Knoxville,TN,Unknown,REDACTED,35.9603948,-83.921026
16-08-19-06-30,USA,Pompano Beach,FL,Fireball,REDACTED,26.2378597,-80.1247666
16-08-19-00-55,USA,Vero Beach,FL,Fireball,REDACTED,27.6387163,-80.3975398
16-08-19-00-54,USA,Citrus Springs,FL,Light,REDACTED,29.0004425,-82.45599715
16-08-19-00-54,USA,Boca Raton,FL,Fireball,REDACTED,26.3586885,-80.0830983
16-08-19-00-53,USA,Vero Beach,FL,Circle,REDACTED,27.6387163,-80.3975398
16-08-19-00-00,USA,Warren,MI,Unknown,REDACTED,42.4775364,-83.0277
16-08-18-23-55,USA,Lake Wales,FL,Circle,REDACTED,27.9014133,-81.5859098
16-08-18-22-40,USA,Atlantic City,NJ,Triangle,REDACTED,39.3642852,-74.422935
16-08-18-22-30,USA,Layton,UT,Flash,REDACTED,41.0602888,-111.9661494
16-08-18-22-10,USA,St. Marys,GA,Light,REDACTED,30.7305142,-81.5464927
16-08-18-22-00,USA,Slatington,PA,Unknown,REDACTED,40.7484285,-75.6118528
16-08-18-21-45,USA,Albany,OR,Circle,REDACTED,44.6365071,-123.1059323
16-08-18-21-00,USA,Mesa,AZ,Fireball,REDACTED,33.436188,-111.5860661
16-08-18-20-37,USA,Maricopa,AZ,Circle,REDACTED,33.34883,-112.4912299
16-08-18-20-30,USA,Saint Simons Island,GA,Triangle,REDACTED,31.2182863,-81.3612076
16-08-18-20-23,USA,Long Beach,CA,Light,REDACTED,33.78538945,-118.1580492
16-08-18-20-20,USA,Los Angeles,CA,Fireball,REDACTED,34.0543942,-118.2439408
16-08-18-19-00,USA,Waterloo,NY,Oval,REDACTED,42.9047884,-76.8627367
16-08-18-18-00,USA,Torrington,CT,Triangle,REDACTED,37.5800421,-122.0353035
16-08-18-06-00,USA,Perrysburg,OH,Oval,REDACTED,41.556996,-83.6271569
16-08-18-00-00,USA,Kemp,TX,Circle,REDACTED,32.4426403,-96.229977
16-08-17-22-50,USA,Opelousas,LA,Circle,REDACTED,30.5335302,-92.0815089
16-08-17-21-30,USA,Wesley Chapel,FL,Fireball,REDACTED,28.1866014,-82.36612087
16-08-17-21-30,USA,Milford,CT,Rectangle,REDACTED,43.068241,-76.0965999
16-08-17-21-30,USA,Northfield,NH,Formation,REDACTED,43.433476,-71.5924069
16-08-17-21-00,USA,Kansas City,MO,Circle,REDACTED,39.0844687,-94.5630297
16-08-17-20-40,USA,Los Angeles,CA,Light,REDACTED,34.0543942,-118.2439408
16-08-17-20-00,USA,Gilbert,AZ,Light,REDACTED,33.294207,-111.7379465
16-08-17-15-00,USA,Tygh Valley,OR,Oval,REDACTED,45.247341,-121.1731199
16-08-17-08-15,USA,Bethlehem,PA,Other,REDACTED,40.6178915,-75.378652
16-08-17-05-00,USA,Baytown,TX,Triangle,REDACTED,29.7355047,-94.9774273
16-08-16-23-40,USA,Bremerton,WA,Flash,REDACTED,47.53279725,-122.754161
16-08-16-23-00,USA,Elizabethton,TN,Circle,REDACTED,36.3487196,-82.2106875
16-08-16-23-00,USA,Port Saint Lucie,FL,Triangle,REDACTED,27.2939333,-80.3503282
16-08-16-22-15,USA,Gaylord,MI,Fireball,REDACTED,45.027513,-84.6747519
16-08-16-22-00,USA,Orange Park,FL,Flash,REDACTED,30.1660736,-81.7064839
16-08-16-21-30,USA,Hamlet,NC,Light,REDACTED,34.8848775,-79.6942221
16-08-16-21-30,USA,Amarillo,TX,Sphere,REDACTED,35.2072185,-101.8338245
16-08-16-20-48,USA,White Sands,NM,Circle,REDACTED,32.3837754,-106.4966153
16-08-16-20-15,USA,Biglerville,PA,Oval,REDACTED,39.9303715,-77.2480391
16-08-16-19-00,USA,Beaverton,OR,Light,REDACTED,45.4871723,-122.8037803
16-08-16-17-00,USA,Snohomish,WA,Cigar,REDACTED,48.0074736,-121.7304881
16-08-16-10-15,USA,Gaylord,MI,Unknown,REDACTED,45.027513,-84.6747519
16-08-16-05-30,USA,Providence,RI,Circle,REDACTED,41.8239891,-71.4128342
16-08-16-05-30,USA,Boise,ID,Flash,REDACTED,43.61656,-116.2008349
16-08-16-05-30,USA,Providence,RI,Circle,REDACTED,41.8239891,-71.4128342
16-08-16-04-10,USA,Edison,NJ,Triangle,REDACTED,40.5382375,-74.39451725
16-08-16-02-47,USA,Manhattan,NY,Unknown,REDACTED,40.7902778,-73.9597221
16-08-16-02-20,USA,Cadiz,OH,Light,REDACTED,40.2728452,-80.9967627
16-08-15-23-45,USA,Memphis,TN,Diamond,REDACTED,35.1490215,-90.0516284
16-08-15-23-15,USA,Cornelius,NC,Circle,REDACTED,35.4817982,-80.85895
16-08-15-23-00,USA,Sumter,SC,Unknown,REDACTED,33.9204354,-80.3414692
16-08-15-23-00,USA,Northglenn,CO,Formation,REDACTED,39.885541,-104.9872025
16-08-15-21-36,USA,San Diego,CA,Fireball,REDACTED,32.7174209,-117.1627713
16-08-15-21-15,USA,Boulder,CO,Unknown,REDACTED,40.102555,-105.3632078
16-08-15-21-00,USA,Laguna Beach,CA,Fireball,REDACTED,33.5420888,-117.7834146
16-08-15-20-05,USA,Gilbert,AZ,Circle,REDACTED,33.294207,-111.7379465
16-08-15-13-00,USA,Foster,WV,Formation,REDACTED,38.097323,-81.779844
16-08-15-03-10,USA,Nashville,TN,Light,REDACTED,36.1622296,-86.774353
16-08-14-22-45,USA,Marina Del Rey,CA,Light,REDACTED,36.9225615,-121.8517848
16-08-14-22-40,USA,Wassaic,NY,Fireball,REDACTED,41.8039825,-73.5587367
16-08-14-21-30,USA,Ogallala,NE,Triangle,REDACTED,41.128432,-101.7193489
16-08-14-21-30,USA,Stoughton,MA,Light,REDACTED,42.1250995,-71.1022711
16-08-14-21-00,USA,Camden,NJ,Circle,REDACTED,39.9448402,-75.119891
16-08-14-21-00,USA,Wheatland,CA,Circle,REDACTED,39.0098947,-121.4230132
16-08-14-19-45,USA,Sedro Woolley,WA,Other,REDACTED,48.5049158,-122.2349408
16-08-14-19-00,USA,Sabattus,ME,Cigar,REDACTED,44.1197959,-70.1075529
16-08-14-19-00,USA,Nashua,NH,Circle,REDACTED,42.7653662,-71.4675659
16-08-14-18-00,USA,Vancouver,WA,Egg,REDACTED,45.6306954,-122.6744556
16-08-14-17-00,USA,Nantucket,MA,Sphere,REDACTED,41.2657181,-70.0683143
16-08-14-17-00,USA,Allyn,WA,Disk,REDACTED,47.3834644,-122.8304789
16-08-14-16-30,USA,Saratoga,WY,Sphere,REDACTED,44.5360024,-88.0474996
16-08-14-10-30,USA,Hilliard,OH,Other,REDACTED,40.033814,-83.1596107
16-08-14-01-57,USA,Vancouver,WA,Light,REDACTED,45.6306954,-122.6744556
16-08-14-00-00,USA,Chester,SC,Triangle,REDACTED,34.6859896,-81.1545072
16-08-14-00-00,USA,Buford,GA,Triangle,REDACTED,34.1206564,-84.0043512
16-08-13-00-00,USA,Berea,OH,Other,REDACTED,41.3661614,-81.8543025
16-08-13-23-33,USA,Fargo,ND,Sphere,REDACTED,46.8772292,-96.7898209
16-08-13-23-00,USA,Denver,CO,Other,REDACTED,39.7348381,-104.965327
16-08-13-22-15,USA,Jacksonville,FL,Light,REDACTED,30.3321838,-81.6556509
16-08-13-22-00,USA,Bend,OR,Unknown,REDACTED,44.0581728,-121.3153095
16-08-13-21-45,USA,Bourbonnais,IL,Formation,REDACTED,41.1639309,-87.8839692
16-08-13-21-40,USA,Hurricane,WV,Light,REDACTED,38.4325896,-82.0201367
16-08-13-21-40,USA,Madison,WI,Light,REDACTED,43.074761,-89.3837612
16-08-13-21-30,USA,Elkins,WV,Other,REDACTED,38.925927,-79.8466551
16-08-13-20-45,USA,Mukwonago,WI,Light,REDACTED,42.8666803,-88.3334273
16-08-13-19-10,USA,Bal Harbour,FL,Other,REDACTED,25.8931969,-80.1295425
16-08-13-13-00,USA,Leawood,KS,Disk,REDACTED,38.966673,-94.6169011
16-08-13-06-57,USA,Elizabeth City,NC,Disk,REDACTED,36.2956836,-76.2247696
16-08-13-05-15,USA,Raleigh,NC,Sphere,REDACTED,35.7803977,-78.6390988
16-08-13-05-15,USA,Alexandria,MN,Light,REDACTED,45.8846686,-95.3778829
16-08-13-04-00,USA,Fort Collins,CO,Chevron,REDACTED,40.5508527,-105.0668084
16-08-13-03-25,USA,Harrisburg,PA,Circle,REDACTED,40.2663107,-76.8861121
16-08-13-02-15,USA,Longmont,CO,Rectangle,REDACTED,40.1672117,-105.1019286
16-08-13-00-47,USA,Albany,OR,Rectangle,REDACTED,44.6365071,-123.1059323
16-12-08-23-00,USA,Ridgecrest,CA,Cylinder,REDACTED,35.6225064,-117.6699413
16-12-08-23-00,USA,Fairfax,VA,Triangle,REDACTED,38.8462236,-77.3063732
16-12-08-22-30,USA,Jackson,MI,Light,REDACTED,32.4104385,-90.16206489
16-12-08-22-30,USA,Portland,OR,Light,REDACTED,45.5202471,-122.6741948
16-12-08-21-00,USA,Inkster,MI,Disk,REDACTED,42.2942045,-83.3099302
16-12-08-21-00,USA,Albuquerque,NM,Light,REDACTED,35.0841034,-106.650985
16-12-08-21-00,USA,Lake Roesiger,WA,Light,REDACTED,47.9810178,-121.9198399
16-12-08-20-30,USA,Middle Village,NY,Unknown,REDACTED,40.7182602,-73.87867519
16-12-08-20-00,USA,Fairfield,CA,Chevron,REDACTED,38.2493581,-122.0399662
16-12-08-19-00,USA,St. Peters,MO,Circle,REDACTED,38.8010514,-90.6278809
16-12-08-19-00,USA,Riverside,CA,Other,REDACTED,33.9533546,-117.3961622
16-12-08-16-30,USA,Tijeras,NM,Oval,REDACTED,35.089038,-106.3725955
16-12-08-16-00,USA,Stuart,FL,Circle,REDACTED,27.197983,-80.2519174
16-12-08-14-00,USA,Bayonne,NJ,Disk,REDACTED,40.6687141,-74.114309
16-12-08-13-00,USA,Yakima,WA,Circle,REDACTED,46.5967275,-120.529656
16-12-08-12-00,USA,Rio Rancho,NM,Light,REDACTED,35.269381,-106.6328189
16-12-08-10-30,USA,Parkersburg,WV,Unknown,REDACTED,39.2699565,-81.5506915
16-12-08-08-10,CANADA,Oakville,ON,Light,REDACTED,43.447436,-79.6666719
16-12-08-07-00,USA,Reynoldsburg,OH,Egg,REDACTED,39.9547861,-82.812119
16-12-08-04-15,USA,Deltona,FL,Chevron,REDACTED,28.9005446,-81.2636737
16-12-08-04-00,USA,Yuma,AZ,Triangle,REDACTED,32.665135,-114.4760315
16-12-08-03-00,USA,Lakewood,CO,Other,REDACTED,39.6311085,-105.1100581
16-12-08-03-00,USA,Wilburton,OK,Flash,REDACTED,34.9187023,-95.3097806
16-12-08-03-00,USA,Indian Trail,NC,Unknown,REDACTED,35.0768141,-80.6692351
16-12-08-02-45,USA,Tacoma,WA,Chevron,REDACTED,47.248404,-122.4616679
16-12-08-02-15,USA,Kaunakakai,HI,Formation,REDACTED,21.093469,-157.0241549
16-12-08-02-04,USA,Phoenix,AZ,Light,REDACTED,33.4485866,-112.0773455
16-12-08-02-00,USA,Wells,VT,Light,REDACTED,43.4352345,-73.18722075
16-12-08-01-45,USA,Kaimuki,HI,Light,REDACTED,21.27857,-157.802133
16-12-08-01-00,USA,Lincoln,RI,Triangle,REDACTED,41.9529237,-71.4663862
16-12-08-00-50,USA,Rochester,NH,Triangle,REDACTED,43.3050631,-70.9753628
16-12-08-00-05,USA,Sand Springs,OK,Light,REDACTED,36.1394339,-96.1100024
16-12-08-00-00,USA,Gainesville,GA,Light,REDACTED,34.2978794,-83.8240662
16-11-08-23-45,USA,Rochester,NH,Triangle,REDACTED,43.3050631,-70.9753628
16-11-08-23-40,USA,Golden,CO,Formation,REDACTED,39.755543,-105.2210996
16-11-08-23-30,USA,Carmichael,CA,Chevron,REDACTED,38.6275665,-121.3217231
16-11-08-23-30,USA,Three Oaks,MI,Triangle,REDACTED,41.7986545,-86.6105777
16-11-08-23-00,USA,Eagle Point,OR,Other,REDACTED,42.472626,-122.8028179
16-11-08-23-00,USA,Woonsocket,RI,Changing,REDACTED,42.0028761,-71.5147838
16-11-08-22-57,USA,Stone Creek,OH,Triangle,REDACTED,40.3972892,-81.5620642
16-11-08-22-30,USA,South Gate,CA,Fireball,REDACTED,33.9463456,-118.2009809
16-11-08-22-30,USA,Exeter,NH,Triangle,REDACTED,42.981477,-70.9478342
16-11-08-22-01,USA,Ocean City,MD,Other,REDACTED,38.3348728,-75.0847658
16-11-08-22-00,USA,SeaTac,WA,Chevron,REDACTED,47.44259955,-122.2930652
16-11-08-22-00,USA,North Providence,RI,Light,REDACTED,41.8500997,-71.4661702
16-11-08-22-00,USA,Oysterville,WA,Light,REDACTED,46.548987,-124.0282199
16-11-08-22-00,USA,Curlew,WA,Chevron,REDACTED,48.8854493,-118.5994713
16-11-08-22-00,USA,York,PA,Other,REDACTED,39.962398,-76.7273919
16-11-08-22-00,USA,Shrewsbury,PA,Sphere,REDACTED,39.7687574,-76.6796517
16-11-08-21-45,USA,Naches,WA,Formation,REDACTED,46.730958,-120.6995159
16-11-08-21-30,USA,Lawrenceville,GA,Light,REDACTED,33.9562149,-83.9879624
16-11-08-21-30,USA,Fort Collins,CO,Cylinder,REDACTED,40.5508527,-105.0668084
16-11-08-21-30,USA,Lawrenceville,GA,Light,REDACTED,33.9562149,-83.9879624
16-11-08-21-20,USA,Brooklyn,NY,Triangle,REDACTED,40.64530975,-73.95502293
16-11-08-21-16,USA,Salt Lake City,UT,Disk,REDACTED,40.7670126,-111.8904307
16-11-08-20-50,USA,Appleton,WI,Light,REDACTED,44.2611337,-88.4067603
16-11-08-20-30,USA,Kennewick,WA,Oval,REDACTED,46.2112458,-119.1372337
16-11-08-20-00,USA,Sharon,VT,Circle,REDACTED,43.784976,-72.4548339
16-11-08-20-00,USA,Kingston,NY,Light,REDACTED,41.928781,-74.0023699
16-11-08-20-00,USA,Chelan,WA,Circle,REDACTED,47.8012197,-120.6276903
16-11-08-19-30,USA,Ashland,OH,Egg,REDACTED,40.7887367,-82.236039
16-11-08-19-10,CANADA,Squamish,BC,Other,REDACTED,49.7,-123.15
16-11-08-18-00,USA,Clinton,TN,Formation,REDACTED,36.1034126,-84.1318631
16-11-08-14-30,USA,Florence,MT,Other,REDACTED,46.6315897,-114.0789958
16-11-08-09-10,USA,Antioch,CA,Triangle,REDACTED,38.0049214,-121.8057889
16-11-08-07-00,USA,Palm Coast,FL,Unknown,REDACTED,29.5541432,-81.2207672
16-11-08-01-20,USA,Anchorage,AK,Triangle,REDACTED,61.2163129,-149.8948522
16-11-08-01-00,USA,Morse Mill,MO,Triangle,REDACTED,38.2767204,-90.6531834
16-11-08-00-30,USA,Ypsilanti,MI,Unknown,REDACTED,42.2411499,-83.6129938
16-10-08-23-45,USA,Oak Creek,WI,Circle,REDACTED,42.8858503,-87.8631361
16-10-08-23-35,USA,Gastonia,NC,Flash,REDACTED,35.262082,-81.1873004
16-10-08-23-20,USA,Oak Lawn,IL,Light,REDACTED,41.7108662,-87.758108
16-10-08-23-00,USA,Citrus Heights,CA,Light,REDACTED,38.7071247,-121.281061
16-10-08-23-00,USA,Fort Lauderdale,FL,Circle,REDACTED,26.1254381,-80.1381514
16-10-08-22-30,USA,Sand Springs,OK,Light,REDACTED,36.1394339,-96.1100024
16-10-08-22-00,USA,Home,PA,Triangle,REDACTED,40.7395087,-79.1053128
16-10-08-21-34,USA,Angier,NC,Circle,REDACTED,35.507105,-78.7391809
16-10-08-21-30,USA,Johnson City,TN,Triangle,REDACTED,36.3134398,-82.3534727
16-10-08-21-27,USA,East Liverpool,OH,Other,REDACTED,40.6186756,-80.5772927
16-10-08-21-00,USA,Framingham,MA,Teardrop,REDACTED,42.2792625,-71.4161719
16-10-08-20-25,USA,Murfreesboro,TN,Sphere,REDACTED,35.9155165,-86.44469333
16-10-08-18-30,USA,District Heights,MD,Oval,REDACTED,38.8576128,-76.889417
16-10-08-11-20,USA,Lafayette,CO,Triangle,REDACTED,29.9978185,-83.2221526
16-10-08-05-00,USA,Menifee,CA,Circle,REDACTED,33.6864432,-117.1770436
16-10-08-03-30,USA,Avon,MA,Fireball,REDACTED,42.1306554,-71.0411581
16-10-08-02-30,USA,Colfax,WA,Circle,REDACTED,46.8801655,-117.3643494
16-10-08-01-30,USA,Mankato,MN,Oval,REDACTED,44.1634663,-93.9993504
16-10-08-01-00,USA,Citrus Heights,CA,Unknown,REDACTED,38.7071247,-121.281061
16-10-08-00-00,USA,Durham,NC,Other,REDACTED,35.9940329,-78.8986189
16-09-08-23-50,USA,Conway,SC,Triangle,REDACTED,33.8360035,-79.0478142
16-09-08-23-00,USA,Portland,OR,Flash,REDACTED,45.5202471,-122.6741948
16-09-08-23-00,USA,Detroit,MI,Circle,REDACTED,42.3486635,-83.0567374
16-09-08-22-37,USA,Atlanta,GA,Triangle,REDACTED,33.7490987,-84.3901848
16-09-08-22-10,USA,Bend,OR,Light,REDACTED,44.0581728,-121.3153095
16-09-08-21-50,USA,Pearl City,HI,Triangle,REDACTED,21.400594,-157.9704063
16-09-08-21-40,USA,Bel Aire,KS,Disk,REDACTED,37.7625125,-97.2669879
16-09-08-04-00,USA,Jackson,MS,Unknown,REDACTED,39.0462506,-82.64282407
16-09-08-03-40,USA,Castro Valley,CA,Light,REDACTED,37.715818,-122.0902877
16-09-08-00-30,USA,Pawleys Island,SC,Fireball,REDACTED,33.4293486,-79.1215911
16-08-08-23-45,USA,Emerald Isle,NC,Fireball,REDACTED,34.6779399,-76.9507761
16-08-08-23-15,USA,Big Stone Gap,VA,Light,REDACTED,36.860479,-82.78393405
16-08-08-22-30,USA,Starke,FL,Circle,REDACTED,29.9443451,-82.1101136
16-08-08-22-15,USA,Sheridan,WY,Fireball,REDACTED,38.616431,-121.3631689
16-08-08-22-00,USA,Washington,MD,Triangle,REDACTED,38.89298535,-77.01858404
16-08-08-22-00,USA,Washington,NJ,Triangle,REDACTED,40.7584326,-74.9793377
16-08-08-21-35,USA,Wethersfield,CT,Unknown,REDACTED,30.1706644,-81.5843709
16-08-08-21-00,USA,Bradley Beach,NJ,Light,REDACTED,40.2023355,-74.0120813
16-08-08-20-12,USA,Sandy,UT,Cigar,REDACTED,40.572851,-111.8334495
16-08-08-19-00,USA,Galion,OH,Circle,REDACTED,40.7336688,-82.7899025
16-08-08-18-15,USA,Boise,ID,Changing,REDACTED,43.61656,-116.2008349
16-08-08-17-30,USA,Nampa,ID,Circle,REDACTED,43.5737361,-116.5596312
16-08-08-14-30,USA,Anderson,CA,Other,REDACTED,40.448208,-122.2977814
16-08-08-11-16,USA,Jacksonville,FL,Light,REDACTED,30.3321838,-81.6556509
16-08-08-10-30,USA,Las Cruces,NM,Disk,REDACTED,32.3140354,-106.7798077
16-08-08-08-00,USA,Las Vegas,NV,Triangle,REDACTED,36.1662859,-115.1492249
16-08-08-06-20,USA,Ocean City,MD,Circle,REDACTED,38.3348728,-75.0847658
16-08-08-01-30,USA,Longview,WA,Disk,REDACTED,46.1427302,-122.9556409
16-08-08-00-00,USA,Wilmington,NC,Light,REDACTED,34.2257282,-77.9447106
16-07-08-23-55,USA,Elliottsburg,PA,Unknown,REDACTED,40.3889725,-77.2888739
16-07-08-23-24,USA,Cement City,MI,Fireball,REDACTED,42.0700423,-84.3305041
16-07-08-22-30,USA,Lady Lake,FL,Cross,REDACTED,28.9174855,-81.9228603
16-07-08-21-35,USA,Indianapolis,IN,Circle,REDACTED,39.7683331,-86.1583501
16-07-08-21-30,USA,Hastings,MN,Light,REDACTED,44.7426933,-92.8518696
16-07-08-21-30,USA,Edgerton,WI,Sphere,REDACTED,42.8334738,-89.0694899
16-07-08-21-20,USA,Antioch,CA,Light,REDACTED,38.0049214,-121.8057889
16-07-08-19-44,USA,Yonkers,NY,Circle,REDACTED,40.9312099,-73.8987468
16-07-08-04-09,USA,College Park,MD,Triangle,REDACTED,38.980666,-76.9369188
16-07-08-02-30,USA,Monte Cristo Range,UT,Unknown,REDACTED,41.5499389,-111.4862841
16-07-08-01-12,USA,Los Banos,CA,Triangle,REDACTED,37.0592253,-120.8505341
16-07-08-00-30,USA,Seattle,WA,Cigar,REDACTED,47.6038321,-122.3300623
16-06-08-23-30,USA,Roanoke,VA,Oval,REDACTED,37.270973,-79.9414312
16-06-08-23-27,USA,Bridgeport,CT,Sphere,REDACTED,30.4925301,-81.6112302
16-06-08-23-00,USA,Saugerties,NY,Circle,REDACTED,42.0775906,-73.9529125
16-06-08-23-00,USA,Dresden,OH,Triangle,REDACTED,40.1214579,-82.0106917
16-06-08-22-45,USA,Layton,UT,Light,REDACTED,41.0602888,-111.9661494
16-06-08-22-30,USA,Stanton,KY,Light,REDACTED,37.8456373,-83.8582524
16-06-08-22-00,USA,Bemidji,MN,Light,REDACTED,47.478654,-94.8908019
16-06-08-21-30,USA,Grand Blanc,MI,Light,REDACTED,42.9275277,-83.6299517
16-06-08-21-30,USA,Windham,NY,Unknown,REDACTED,42.3073066,-74.2520874
16-06-08-21-30,USA,Mt. Lookout,WV,Unknown,REDACTED,38.1667776,-80.9117643
16-06-08-21-30,USA,Boise,ID,Circle,REDACTED,43.61656,-116.2008349
16-06-08-20-50,USA,New Lenox,IL,Fireball,REDACTED,41.5119761,-87.9656097
16-06-08-20-45,USA,Nampa,ID,Circle,REDACTED,43.5737361,-116.5596312
16-06-08-20-17,USA,Meridian,ID,Oval,REDACTED,43.6086295,-116.3923259
16-06-08-20-10,USA,Elyria,OH,Cylinder,REDACTED,41.368251,-82.1065756
16-06-08-20-00,USA,Bridgeport,CT,Light,REDACTED,30.4925301,-81.6112302
16-06-08-19-45,USA,Boise,ID,Changing,REDACTED,43.61656,-116.2008349
16-06-08-19-30,USA,Garner,NC,Oval,REDACTED,35.7112642,-78.6141708
16-06-08-12-15,USA,Overland Park,KS,Circle,REDACTED,38.9822282,-94.6707916
16-06-08-11-30,USA,Glendale,CA,Triangle,REDACTED,34.142498,-118.2485959
16-06-08-09-43,USA,St. Paul,MN,Formation,REDACTED,44.9504037,-93.1015025
16-05-08-23-45,USA,Coweta,OK,Fireball,REDACTED,35.9517674,-95.6508139
16-05-08-22-40,USA,Freedom,NH,Light,REDACTED,43.812729,-71.0362239
16-05-08-22-35,USA,Kenmore,WA,Light,REDACTED,47.7573202,-122.2440147
16-05-08-21-46,USA,Mason,WV,Fireball,REDACTED,38.7499013,-82.0524559
16-05-08-21-00,USA,New Hope,PA,Triangle,REDACTED,40.3642728,-74.9512784
16-05-08-21-00,USA,New Britain,CT,Changing,REDACTED,38.620656,-89.8859049
16-05-08-03-00,USA,Clinton,MI,Light,REDACTED,32.34672,-90.33908742
16-05-08-02-39,USA,Oak Hill,KS,Unknown,REDACTED,39.2482136,-97.3413489
16-05-08-01-30,USA,Lexington,SC,Unknown,REDACTED,33.9815369,-81.2362106
16-05-08-00-00,USA,Apopka,FL,Oval,REDACTED,28.7414145,-81.5344293
16-04-08-22-50,USA,Del Valle,TX,Triangle,REDACTED,30.327985,-97.6191693
16-04-08-22-00,USA,Chincoteague,VA,Formation,REDACTED,37.9331799,-75.378814
16-04-08-20-30,USA,Upper St. Clair,PA,Egg,REDACTED,40.3359029,-80.083388
16-04-08-20-30,USA,Barre,MA,Circle,REDACTED,42.4228679,-72.1050786
16-04-08-20-20,USA,Pittsburgh,PA,Light,REDACTED,40.4416941,-79.990086
16-04-08-20-00,USA,Ludlow,MA,Light,REDACTED,42.20223475,-72.45946586
16-04-08-19-53,USA,Fairborn,OH,Cigar,REDACTED,39.8067455,-84.01023318
16-04-08-19-37,CANADA,Kamloops,BC,Changing,REDACTED,50.65085341,-120.349746
16-04-08-19-30,USA,Murfreesboro,TN,Circle,REDACTED,35.9155165,-86.44469333
16-04-08-02-00,USA,Rosedale,MD,Flash,REDACTED,39.3201074,-76.515519
16-03-08-23-45,USA,Toney,AL,Light,REDACTED,34.8981432,-86.7336097
16-03-08-23-31,USA,Lowell,MA,Formation,REDACTED,42.6334247,-71.3161717
